,street,number,postal_code,neighbourhood,region,latitude,longitude,name
601,General Ruges Vei,107,694,Skulerud,Oslo,59.863702,10.843046,General Ruges Vei 107
602,Dronning Eufemias gate,15,194,Vaterland,Oslo,59.907798,10.756419,Dronning Eufemias gate 15
603,Thereses gate,33B,354,Bislett,Oslo,59.927642,10.731759,Thereses gate 33B
604,Fridtjof Nansens Plass,7,160,Vika,Oslo,59.912602,10.735311,Fridtjof Nansens Plass 7
605,Thorvald Meyers gate,49,555,Fredensborg,Oslo,59.92401,10.758884,Thorvald Meyers gate 49
606,Eiriks gate,17B,650,Grønland,Oslo,59.912637,10.773472,Eiriks gate 17B
607,,,0,Kongshavn,Oslo,59.895704,10.732042,Hovedøya
608,Munkedamsveien,59B,244,Aker Brygge,Oslo,59.911043,10.721575,Munkedamsveien 59B
609,Holmlia Senter Vei,10,1255,Holmlia,Oslo,59.834355,10.795301,Holmlia Senter Vei 10
610,Klingenberggata,4,161,Vika,Oslo,59.913683,10.733704,Klingenberggata 4
611,Oberst Rodes vei,79,1165,Ekebergveien,Oslo,59.864059,10.808901,Oberst Rodes vei 79
612,Bygdøy allé,8,262,Ruselokka,Oslo,59.915694,10.713251,Bygdøy allé 8
613,Strandpromenaden,11,252,Aker Brygge,Oslo,59.90793,10.723236,Strandpromenaden 11
614,,,0,Bryn,Oslo,59.913651,10.841087,Tveita senter
615,Marstrandgata,3,566,Torshov,Oslo,59.926807,10.769796,Marstrandgata 3
616,Korsgata,31,551,Enerhaugen,Oslo,59.919968,10.759008,Korsgata 31
617,Maridalsveien,3,178,Fredensborg,Oslo,59.920658,10.751597,Maridalsveien 3
618,Oscars Gate,19,352,Homansbyen,Oslo,59.922558,10.726777,Oscars Gate 19
619,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
620,Rosenkrantz' gate,1,159,hammer,Oslo,59.915673,10.7405,Rosenkrantz' gate 1
621,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
622,Stenbråtveien,91,1283,Ostmarkkapellet,Oslo,59.854434,10.820128,Stenbråtveien 91
623,Olaf Ryes Plass,9,552,Fredensborg,Oslo,59.923489000000004,10.757788,Olaf Ryes Plass 9
624,Sognsveien,67,854,Sogn,Oslo,59.947491,10.733012,Sognsveien 67
625,Hegdehaugsveien,1,352,Homansbyen,Oslo,59.920426,10.732837,Hegdehaugsveien 1
626,Ekebergveien,65,1181,Gamle Oslo,Oslo,59.89828,10.773555,Ekebergveien 65
627,Ullevålsveien,61,171,Bislett,Oslo,59.926514,10.738395,Ullevålsveien 61
628,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
629,Økernveien,9,653,Grønland,Oslo,59.914864,10.77617,Økernveien 9
630,Feltspatveien,64,1155,Lamberseter,Oslo,59.867472,10.822406,Feltspatveien 64
631,Lakkegata,71B,562,Enerhaugen,Oslo,59.918719,10.765336,Lakkegata 71B
632,Smalgangen,44,188,Vaterland,Oslo,59.912598,10.761078,Smalgangen 44
633,Hegdehaugsveien,31,352,Homansbyen,Oslo,59.92216,10.727241,Hegdehaugsveien 31
634,Innspurten,7,663,Helsfyr,Oslo,59.915616,10.804717,Innspurten 7
635,Opplandgata,19,657,Gamle Oslo,Oslo,59.906493,10.785501,Opplandgata 19
636,Kirkegata,34,153,St. Hanshaugen,Oslo,59.911764,10.745347,Kirkegata 34
637,Pilestredet,9,180,hammer,Oslo,59.915143,10.741124,Pilestredet 9
638,,,0,Enerhaugen,Oslo,59.914814,10.766308,Nr. 13
639,Nordsetergrenda,13,1161,Ekebergveien,Oslo,59.870417,10.79886,Nordsetergrenda 13
640,Observatoriegata,2,254,Ruselokka,Oslo,59.914253,10.718571,Observatoriegata 2
641,Nedre Slottsgate,8,157,St. Hanshaugen,Oslo,59.91216,10.742763,Nedre Slottsgate 8
642,Romsås Senter,1,970,Ammerud,Oslo,59.963161,10.892858,Romsås Senter 1
643,Maridalsveien,154,461,Torshov,Oslo,59.937679,10.756134,Maridalsveien 154
644,Ullevålsveien,47,171,Homansbyen,Oslo,59.924477,10.739642,Ullevålsveien 47
645,Refstadveien,73,584,Tonsenhagen,Oslo,59.938811,10.822096,Refstadveien 73
646,President Harbitz' gate,4,259,Briskeby,Oslo,59.918836,10.715629,President Harbitz' gate 4
647,Karl Johans Gate,37,162,Vika,Oslo,59.914197,10.7379,Karl Johans Gate 37
648,Grønland,10,188,Vaterland,Oslo,59.913369,10.76013,Grønland 10
649,Holmenveien,1,374,Ris,Oslo,59.943064,10.703434,Holmenveien 1
650,Langbølgen,5,1150,Lambertseter,Oslo,59.87307,10.811848,Langbølgen 5
651,Bryggetorget,10,250,Aker Brygge,Oslo,59.909377,10.724589,Bryggetorget 10
652,Storgata,41,182,hammer,Oslo,59.915214,10.754923999999999,Storgata 41
653,Prost Hallings Vei,10,666,Helsfyr,Oslo,59.914465,10.816618,Prost Hallings Vei 10
654,Kongens Gate,23,153,St. Hanshaugen,Oslo,59.911713,10.743125,Kongens Gate 23
655,Stranden,30,250,Aker Brygge,Oslo,59.908964,10.725717,Stranden 30
656,Stortingsgata,2,158,Vika,Oslo,59.912849,10.738643,Stortingsgata 2
657,Arendalsgata,3A,463,Torshov,Oslo,59.937415,10.75563,Arendalsgata 3A
658,Nydalsveien,36B,484,Nydalen,Oslo,59.949695,10.767176,Nydalsveien 36B
659,Stranden,71,250,Aker Brygge,Oslo,59.908798,10.724357,Stranden 71
660,Stortingsgata,24,161,Vika,Oslo,59.91404,10.733891,Stortingsgata 24
661,Dronning Mauds Gate,10,250,Vika,Oslo,59.912902,10.727376,Dronning Mauds Gate 10
662,Helga Vaneks Vei,3,1281,Dal,Oslo,59.848555,10.830642,Helga Vaneks Vei 3
663,Briskebyveien,28,259,Briskeby,Oslo,59.919952,10.717979,Briskebyveien 28
664,Waldemar Thranes Gate,9,171,Fredensborg,Oslo,59.924358,10.742076,Waldemar Thranes Gate 9
665,Akershusstranda,25,150,St. Hanshaugen,Oslo,59.901814,10.741166,Akershusstranda 25
666,Storgata,39,182,hammer,Oslo,59.915126,10.754685,Storgata 39
667,Trondheimsveien,64,565,Enerhaugen,Oslo,59.923088,10.771577,Trondheimsveien 64
668,Niels Juels Gate,25,257,Ruselokka,Oslo,59.916087,10.714144,Niels Juels Gate 25
669,Trondheimsveien,14A,560,Enerhaugen,Oslo,59.919653,10.76467,Trondheimsveien 14A
670,Valkyriegata,8,366,Majorstuen,Oslo,59.929415,10.715708,Valkyriegata 8
671,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
672,Kongens Gate,10,153,St. Hanshaugen,Oslo,59.910438,10.742321,Kongens Gate 10
673,Lørenveien,44,585,Økern,Oslo,59.930662,10.793579,Lørenveien 44
674,Holbergs gate,19,166,hammer,Oslo,59.918914,10.733719,Holbergs gate 19
675,Bøkkerveien,15,579,Økern,Oslo,59.927632,10.796924,Bøkkerveien 15
676,Waldemar Thranes gate,70,173,Fredensborg,Oslo,59.92813,10.749162,Waldemar Thranes gate 70
677,Dronning Eufemias Gate,18,191,Vaterland,Oslo,59.907836,10.758947,Dronning Eufemias Gate 18
678,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
679,Storgata,5,155,St. Hanshaugen,Oslo,59.913199,10.748485,Storgata 5
680,Ingeborgs Gate,4,658,Helsfyr,Oslo,59.908363,10.787382,Ingeborgs Gate 4
681,Prinsens Gate,26,157,Vika,Oslo,59.912245,10.739565,Prinsens Gate 26
682,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
683,Torggata,Torggata 17B,183,hammer,Oslo,59.916192,10.752007,Torggata Torggata 17B
684,Sofies Gate,16,170,Homansbyen,Oslo,59.923005,10.735013,Sofies Gate 16
685,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
686,Mandalls gate,10,190,Vaterland,Oslo,59.911007,10.763015,Mandalls gate 10
687,Slemdalsveien,1,369,Majorstuen,Oslo,59.930309,10.715419,Slemdalsveien 1
688,Kalbakkveien,34,953,Ammerud,Oslo,59.953547,10.873245,Kalbakkveien 34
689,St. Olavs Gate,31,166,hammer,Oslo,59.917914,10.734969,St. Olavs Gate 31
690,,,0,Bryn,Oslo,59.915328,10.827314,Ole Deviks vei 16
691,Majorstuveien,34,367,Majorstuen,Oslo,59.927639,10.715446,Majorstuveien 34
692,Engebrets Vei,7,275,Smedstad,Oslo,59.927824,10.67601,Engebrets Vei 7
693,Trondheimsveien,391,953,Ammerud,Oslo,59.952359,10.867367999999999,Trondheimsveien 391
694,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
695,Henrik Ibsens Gate,18,255,Ruselokka,Oslo,59.915116,10.727986,Henrik Ibsens Gate 18
696,Youngstorget,1,181,hammer,Oslo,59.914781,10.75012,Youngstorget 1
697,Vitaminveien,29,485,Nydalen,Oslo,59.947598,10.77182,Vitaminveien 29
698,Tordenskiolds Gate,1,160,Vika,Oslo,59.913277,10.736424,Tordenskiolds Gate 1
699,Dronningens gate,22,154,St. Hanshaugen,Oslo,59.910803,10.746863,Dronningens gate 22
700,Vogts gate,64,477,Torshov,Oslo,59.936102,10.765475,Vogts gate 64
701,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
702,Underhaugsveien,11,354,Homansbyen,Oslo,59.924563,10.727863,Underhaugsveien 11
703,Bygdøy Allé,53,265,Skillebekk,Oslo,59.918203,10.706241,Bygdøy Allé 53
704,Bygdøy Allé,15,257,Ruselokka,Oslo,59.915814,10.714054,Bygdøy Allé 15
705,Stranden,3,250,Aker Brygge,Oslo,59.910171,10.727808,Stranden 3
706,Kristiansands gate,2,463,Ila,Oslo,59.938268,10.752807,Kristiansands gate 2
707,Stockfleths gate,60,461,Ila,Oslo,59.937482,10.751917,Stockfleths gate 60
708,Sandstuveien,52,1184,Manglerud,Oslo,59.887049,10.803018999999999,Sandstuveien 52
709,Torggata,9,181,St. Hanshaugen,Oslo,59.913928,10.748213,Torggata 9
710,Møllergata,23,179,hammer,Oslo,59.915635,10.74856,Møllergata 23
711,Grefsenkollveien,100,490,Kjelsås,Oslo,59.958793,10.803897,Grefsenkollveien 100
712,Øvre Slottsgate,6,157,Vika,Oslo,59.911639,10.741155,Øvre Slottsgate 6
713,Christian Krohgs gate,43C,186,Enerhaugen,Oslo,59.916436,10.759383,Christian Krohgs gate 43C
714,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
715,Grønland,22,188,Vaterland,Oslo,59.912973,10.761775,Grønland 22
716,Frognerveien,67,266,Briskeby,Oslo,59.923972,10.702639,Frognerveien 67
717,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
718,Thorvald Meyers Gate,36,555,Fredensborg,Oslo,59.924149,10.759853,Thorvald Meyers Gate 36
719,Nedre Slottsgate,1,157,St. Hanshaugen,Oslo,59.909845,10.740141,Nedre Slottsgate 1
720,Brugata,11,186,Vaterland,Oslo,59.913825,10.756473,Brugata 11
721,Olav Vs gate,1,161,Vika,Oslo,59.913929,10.732386,Olav Vs gate 1
722,Stortorvet,9,155,St. Hanshaugen,Oslo,59.91312,10.745487,Stortorvet 9
723,Veitvetveien,8,596,Erich Mogensøns Vei,Oslo,59.943985,10.847813,Veitvetveien 8
724,Sjølyst Plass,5,278,Skøyen,Oslo,59.920215999999996,10.682822999999999,Sjølyst Plass 5
725,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
726,Ullevålsveien,81,454,Bislett,Oslo,59.931678,10.735438,Ullevålsveien 81
727,Sognsveien,75,855,Sogn,Oslo,59.948522,10.734687,Sognsveien 75
728,Kongsveien,94,1177,Bekkelaget,Oslo,59.881925,10.784221,Kongsveien 94
729,Stortingsgata,24/26,161,Vika,Oslo,59.91409,10.733521,Stortingsgata 24/26
730,Jernbanetorget,6,154,St. Hanshaugen,Oslo,59.911864,10.751097,Jernbanetorget 6
731,Dronning Eufemias gate,43,194,Vaterland,Oslo,59.907172,10.759753,Dronning Eufemias gate 43
732,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
733,Tjuvholmen Allé,5,252,Aker Brygge,Oslo,59.908463,10.7222,Tjuvholmen Allé 5
734,Torvbakkgata,12,550,hammer,Oslo,59.919699,10.757123,Torvbakkgata 12
735,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
736,Seilduksgata,17,553,Fredensborg,Oslo,59.925441,10.759491,Seilduksgata 17
737,St. Olavs Plass,1,165,hammer,Oslo,59.918162,10.739826,St. Olavs Plass 1
738,Hausmanns Gate,23,182,hammer,Oslo,59.91718,10.754816,Hausmanns Gate 23
739,Trondheimsveien,60,565,Enerhaugen,Oslo,59.922795,10.771149,Trondheimsveien 60
740,Thorvald Meyers gate,73A,552,Enerhaugen,Oslo,59.920934,10.758854,Thorvald Meyers gate 73A
741,Ruseløkkveien,26,251,Vika,Oslo,59.912665,10.726153,Ruseløkkveien 26
742,Strømsveien,245,668,Tveita,Oslo,59.926001,10.847668,Strømsveien 245
743,,,0,Skøyen,Oslo,59.91367,10.64475,Drammensveien 288
744,Majorstuveien,36,367,Majorstuen,Oslo,59.928026,10.715181,Majorstuveien 36
745,Lørenveien,42,585,Økern,Oslo,59.930908,10.792591999999999,Lørenveien 42
746,Normannsgata,44,655,Grønland,Oslo,59.911606,10.781575,Normannsgata 44
747,Olav Nygards Veg,62,688,Bøler,Oslo,59.886525,10.854253,Olav Nygards Veg 62
748,Mølleparken,6,459,Torshov,Oslo,59.930179,10.756664,Mølleparken 6
749,Strømsveien,24,658,Helsfyr,Oslo,59.908944,10.787272,Strømsveien 24
750,Pilestredet,51,350,Homansbyen,Oslo,59.921603,10.731969,Pilestredet 51
751,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
752,Veitvetveien,8,596,Erich Mogensøns Vei,Oslo,59.943985,10.847813,Veitvetveien 8
753,Markveien,35A,554,Fredensborg,Oslo,59.922222,10.757185,Markveien 35A
754,Jernbanetorget,2,154,St. Hanshaugen,Oslo,59.910765,10.749568,Jernbanetorget 2
755,Disenveien,31,587,Grefsen,Oslo,59.941651,10.795734,Disenveien 31
756,Youngstorget,2,181,hammer,Oslo,59.914553,10.749678,Youngstorget 2
757,Platous Gate,16,190,Grønland,Oslo,59.911264,10.76542,Platous Gate 16
758,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
759,Osterhaus'' Gate,14,183,hammer,Oslo,59.917183,10.753222,Osterhaus'' Gate 14
760,Valkyriegata,3,366,Majorstuen,Oslo,59.928325,10.718482999999999,Valkyriegata 3
761,Olaf Ryes Plass,4,552,Fredensborg,Oslo,59.922639,10.757073,Olaf Ryes Plass 4
762,Drammensveien,70,271,Skillebekk,Oslo,59.91276,10.706981,Drammensveien 70
763,,,0,Ryen,Oslo,59.893547,10.805305,Ryensvingen 3
764,Gimleveien,22B,266,Gimlé,Oslo,59.920224,10.705522,Gimleveien 22B
765,Maridalsveien,256,872,Torshov,Oslo,59.946396,10.759893,Maridalsveien 256
766,Maridalsveien,9C,178,Fredensborg,Oslo,59.921577,10.751032,Maridalsveien 9C
767,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
768,Storgata,22,184,hammer,Oslo,59.913837,10.751555,Storgata 22
769,Ullern Allé,4,381,Smedstad,Oslo,59.926044,10.64165,Ullern Allé 4
770,Thorvald Meyers gate,14,555,Torshov,Oslo,59.928838999999996,10.759431,Thorvald Meyers gate 14
771,Cecilie Thoresens Vei,17,1153,Lambertseter,Oslo,59.874915,10.810471,Cecilie Thoresens Vei 17
772,Tøyengata,29B,578,Enerhaugen,Oslo,59.914258,10.768426,Tøyengata 29B
773,Sognsveien,75,855,Sogn,Oslo,59.948522,10.734687,Sognsveien 75
774,Storgata,45,182,hammer,Oslo,59.915598,10.755663,Storgata 45
775,Wergelandsveien,5,167,Homansbyen,Oslo,59.918433,10.732012,Wergelandsveien 5
776,Økernveien,190,580,Tonsenhagen,Oslo,59.936441,10.807879,Økernveien 190
777,Rådhusgata,28,151,St. Hanshaugen,Oslo,59.909831,10.740738,Rådhusgata 28
778,Magnus' gate,2D,650,Grønland,Oslo,59.911239,10.773237,Magnus' gate 2D
779,John G. Mattesons vei,4,687,Opsal,Oslo,59.891791,10.854369,John G. Mattesons vei 4
780,Strømsveien,245,668,Tveita,Oslo,59.926001,10.847668,Strømsveien 245
781,Brugata,9,186,Vaterland,Oslo,59.913911,10.756104,Brugata 9
782,,,0,St. Hanshaugen,Oslo,59.912069,10.75126,Byporten Shopping
783,Bergensveien,8,963,Ammerud,Oslo,59.961096,10.882082,Bergensveien 8
784,Jernbanetorget,6,154,St. Hanshaugen,Oslo,59.911864,10.751097,Jernbanetorget 6
785,Fjordalléen,10,250,Aker Brygge,Oslo,59.909344,10.725136,Fjordalléen 10
786,Josefines gate,23,351,Homansbyen,Oslo,59.923094,10.725904,Josefines gate 23
787,Møllergata,23,179,hammer,Oslo,59.915635,10.74856,Møllergata 23
788,Olav Vs gate,1,161,Vika,Oslo,59.913929,10.732386,Olav Vs gate 1
789,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
790,Biskop Gunnerus' gate,3,155,St. Hanshaugen,Oslo,59.912457,10.749962,Biskop Gunnerus' gate 3
791,Herslebs Gate,4,561,Enerhaugen,Oslo,59.919623,10.762527,Herslebs Gate 4
792,Munkedamsveien,27,250,Vika,Oslo,59.912474,10.727364,Munkedamsveien 27
793,Ullevålsveien,82,454,Bislett,Oslo,59.932921,10.734401,Ullevålsveien 82
794,Torggata,27,183,hammer,Oslo,59.916916,10.75331,Torggata 27
795,Mandalls Gate,2,190,Vaterland,Oslo,59.912258,10.763915,Mandalls Gate 2
796,Kongsveien,15,193,Gamle Oslo,Oslo,59.899484,10.761656,Kongsveien 15
797,Rosenbergveien,,0,Ammerud,Oslo,59.960448,10.880478,Grorud senter
798,Tjuvholmen Allé,14,252,Aker Brygge,Oslo,59.907898,10.721969,Tjuvholmen Allé 14
799,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
800,Nordre gate,20,551,Fredensborg,Oslo,59.921148,10.758321,Nordre gate 20
801,Lille Stranden,10,252,Aker Brygge,Oslo,59.908422,10.723568,Lille Stranden 10
802,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
803,Storgata,3,155,St. Hanshaugen,Oslo,59.913065,10.748116,Storgata 3
804,Frognerveien,1A,257,Ruselokka,Oslo,59.915147,10.717611,Frognerveien 1A
805,Frognerveien,58,266,Briskeby,Oslo,59.922323,10.704395,Frognerveien 58
806,Fridtjof Nansens Vei,2,369,Majorstuen,Oslo,59.929548,10.712208,Fridtjof Nansens Vei 2
807,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
808,Karenslyst Allé,9,278,Skøyen,Oslo,59.920521,10.683642,Karenslyst Allé 9
809,Dronningens Gate,19,154,St. Hanshaugen,Oslo,59.911048,10.746737,Dronningens Gate 19
810,Grensesvingen,7,661,Helsfyr,Oslo,59.914091,10.798652,Grensesvingen 7
811,Platous Gate,16,190,Grønland,Oslo,59.911264,10.76542,Platous Gate 16
812,Ullevålsveien,45,171,Homansbyen,Oslo,59.924181,10.739662,Ullevålsveien 45
813,Munchs Gate,5,165,hammer,Oslo,59.917269,10.741427,Munchs Gate 5
814,Ekebergveien,228,1162,Ekebergveien,Oslo,59.861331,10.800955,Ekebergveien 228
815,Frognerveien,67,266,Briskeby,Oslo,59.923972,10.702639,Frognerveien 67
816,Stranden,3,250,Aker Brygge,Oslo,59.910171,10.727808,Stranden 3
817,Raschs Vei,38,1153,Lambertseter,Oslo,59.879663,10.804024,Raschs Vei 38
818,Møllergata,10,179,hammer,Oslo,59.9144,10.747041,Møllergata 10
819,St. Edmunds Vei,55,280,Smedstad,Oslo,59.925703,10.667545,St. Edmunds Vei 55
820,Trondheimsveien,154,570,Sindsen,Oslo,59.928975,10.77767,Trondheimsveien 154
821,Økernveien,9,653,Grønland,Oslo,59.914864,10.77617,Økernveien 9
822,Askekroken,11,277,Gimlé,Oslo,59.922627,10.682958,Askekroken 11
823,Lørenveien,60,585,Økern,Oslo,59.929358,10.797274999999999,Lørenveien 60
824,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
825,Universitetsgata,12,164,hammer,Oslo,59.916505,10.738621,Universitetsgata 12
826,Schweigaards Gate,34,191,Vaterland,Oslo,59.910592,10.764933,Schweigaards Gate 34
827,Vetlandsveien,111,685,Opsal,Oslo,59.893014,10.841544,Vetlandsveien 111
828,Schweigaards Gate,56,656,Grønland,Oslo,59.908552,10.769722999999999,Schweigaards Gate 56
829,,,0,Helsfyr,Oslo,59.912403,10.819845,Tvetenveien 32
830,Karenslyst allé,7,278,Gimlé,Oslo,59.919932,10.685632,Karenslyst allé 7
831,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
832,St. Olavs Gate,21,165,hammer,Oslo,59.918045,10.738462,St. Olavs Gate 21
833,Operagata,3,194,St. Hanshaugen,Oslo,59.906525,10.755677,Operagata 3
834,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
835,Strømsveien,303,1081,Lindeberg,Oslo,59.933844,10.873135,Strømsveien 303
836,Skovveien,15,257,Ruselokka,Oslo,59.917808,10.718399,Skovveien 15
837,Storgata,13,155,hammer,Oslo,59.913808,10.748869,Storgata 13
838,Disengrenda,24H,587,Grefsen,Oslo,59.942813,10.799466,Disengrenda 24H
839,Oscars Gate,19,352,Homansbyen,Oslo,59.922558,10.726777,Oscars Gate 19
840,Ole Brumms vei,1,979,Høybråten,Oslo,59.952259,10.910788,Ole Brumms vei 1
841,Grønlandsleiret,41,190,Grønland,Oslo,59.910872,10.767101,Grønlandsleiret 41
842,Dronning Eufemias gate,11,150,Vaterland,Oslo,59.908275,10.755151,Dronning Eufemias gate 11
843,Ankerveien,127,766,Holmenkollen,Oslo,59.962297,10.6388,Ankerveien 127
844,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
845,Vitaminveien,24,483,Nydalen,Oslo,59.946887,10.771979,Vitaminveien 24
846,Selma Ellefsens vei,2,581,Økern,Oslo,59.925423,10.807471,Selma Ellefsens vei 2
847,Dælenenggata,23,567,Torshov,Oslo,59.927337,10.771448,Dælenenggata 23
848,Frognerstranda,4,250,Skillebekk,Oslo,59.910364,10.705465,Frognerstranda 4
849,Trondheimsveien,162,570,Sindsen,Oslo,59.930412,10.777917,Trondheimsveien 162
850,Rosenkrantz' gate,7,159,hammer,Oslo,59.914691,10.73951,Rosenkrantz' gate 7
851,Pilestredet,39,166,Homansbyen,Oslo,59.920179,10.734642000000001,Pilestredet 39
852,Trondheimsveien,110,565,Sindsen,Oslo,59.925859,10.775559,Trondheimsveien 110
853,Stranden,1,250,Aker Brygge,Oslo,59.910504,10.728505,Stranden 1
854,Møllergata,15,179,hammer,Oslo,59.914656,10.747099,Møllergata 15
855,Valkyriegata,3,366,Majorstuen,Oslo,59.928325,10.718482999999999,Valkyriegata 3
856,Tollbugata,25,157,St. Hanshaugen,Oslo,59.911254,10.74116,Tollbugata 25
857,Møllergata,16,179,hammer,Oslo,59.914697,10.747611,Møllergata 16
858,Mariboes Gate,7,183,hammer,Oslo,59.916377,10.750818,Mariboes Gate 7
859,Tvetenveien,150,671,Bryn,Oslo,59.913836,10.841898,Tvetenveien 150
860,Vulkan,2,182,Fredensborg,Oslo,59.921365,10.752243,Vulkan 2
861,Tordenskiolds Gate,1,160,Vika,Oslo,59.913277,10.736424,Tordenskiolds Gate 1
862,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
863,,,0,Aker Brygge,Oslo,59.909794,10.724879,Bryggetorget
864,Plogveien,6,679,Ryen,Oslo,59.897289,10.812857,Plogveien 6
865,Youngstorget,6,181,hammer,Oslo,59.915121,10.748418,Youngstorget 6
866,Akersgata,36,180,hammer,Oslo,59.914444,10.743312,Akersgata 36
867,Sørkedalsveien,75,376,Smedstad,Oslo,59.937753,10.68536,Sørkedalsveien 75
868,Kongeveien,26,787,Holmenkollen,Oslo,59.96248,10.663009,Kongeveien 26
869,Holbergs Plass,4,166,hammer,Oslo,59.919159,10.733967,Holbergs Plass 4
870,Akershusstranda,25,150,St. Hanshaugen,Oslo,59.901814,10.741166,Akershusstranda 25
871,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
872,C. J. Hambros Plass,2,164,hammer,Oslo,59.915999,10.741089,C. J. Hambros Plass 2
873,Wessels Gate,2,165,hammer,Oslo,59.919659,10.743019,Wessels Gate 2
874,Valkyriegata,3,366,Majorstuen,Oslo,59.928325,10.718482999999999,Valkyriegata 3
875,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
876,Sørengkaia,69,194,St. Hanshaugen,Oslo,59.9033,10.754335,Sørengkaia 69
877,Sørkedalsveien,5B,369,Majorstuen,Oslo,59.930691,10.712197,Sørkedalsveien 5B
878,Karl Johans gate,18 C,0,St. Hanshaugen,Oslo,59.912638,10.741861,Karl Johans gate 18 C
879,Vitaminveien,11,485,Nydalen,Oslo,59.947547,10.772777,Vitaminveien 11
880,Dronning Eufemias Gate,28,191,Vaterland,Oslo,59.907732,10.759354,Dronning Eufemias Gate 28
881,Trelastgata,5,191,Vaterland,Oslo,59.908684,10.75848,Trelastgata 5
882,Jernbanetorget,6,154,St. Hanshaugen,Oslo,59.911864,10.751097,Jernbanetorget 6
883,Arbeidersamfunnets Plass,1,181,hammer,Oslo,59.915518,10.751805,Arbeidersamfunnets Plass 1
884,,,0,Filipstad,Oslo,59.90934,10.70899,Hjortneskaia
885,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
886,Majorstuveien,38,367,Majorstuen,Oslo,59.928352,10.714978,Majorstuveien 38
887,Storgata,23,184,hammer,Oslo,59.913892,10.75077,Storgata 23
888,Romsås Senter,1,970,Ammerud,Oslo,59.963161,10.892858,Romsås Senter 1
889,Sporveisgata,35,354,Bislett,Oslo,59.925191,10.725345,Sporveisgata 35
890,Grønlandsleiret,15,190,Vaterland,Oslo,59.912256,10.764388,Grønlandsleiret 15
891,,,0,Aker Brygge,Oslo,59.909794,10.724879,Bryggetorget
892,Kanalen,1,252,Aker Brygge,Oslo,59.908189,10.721233,Kanalen 1
893,,,0,Høybråten,Oslo,59.960866,10.924411,Stovner senter
894,Gabels gate,37B,272,Skillebekk,Oslo,59.915359,10.710871,Gabels gate 37B
895,Trondheimsveien,6,560,Enerhaugen,Oslo,59.919182,10.763353,Trondheimsveien 6
896,,,0,Ammerud,Oslo,59.9591,10.88273,Grorudveien
897,Sørengkaia,71,194,St. Hanshaugen,Oslo,59.903093,10.753896,Sørengkaia 71
898,Tøyenbekken,14,134,Vaterland,Oslo,59.911282,10.760494,Tøyenbekken 14
899,Thorvald Meyers gate,35,555,Torshov,Oslo,59.928237,10.759343,Thorvald Meyers gate 35
900,Haugerudsenteret,1,673,Lindeberg,Oslo,59.922674,10.8564,Haugerudsenteret 1
901,Grønnegata,10,350,Homansbyen,Oslo,59.922133,10.729325,Grønnegata 10
902,Messepromenaden,2,279,Skøyen,Oslo,59.920888,10.681155,Messepromenaden 2
