,street,number,postal_code,neighbourhood,region,latitude,longitude,name
0,Oslo Gate,18,192,Gamle Oslo,Oslo,59.905077,10.767659,Oslo Gate 18
1,Osterhaus'' Gate,7,183,hammer,Oslo,59.915864,10.754429,Osterhaus'' Gate 7
2,Breigata,12,187,Enerhaugen,Oslo,59.914069,10.76123,Breigata 12
3,Grensen,20,180,hammer,Oslo,59.914377,10.741273,Grensen 20
4,Ullevålsveien,95,359,Bislett,Oslo,59.932711,10.733718,Ullevålsveien 95
5,Akershusstranda,25,150,St. Hanshaugen,Oslo,59.901814,10.741166,Akershusstranda 25
6,Sandakerveien,102D,484,Torshov,Oslo,59.944756,10.771561,Sandakerveien 102D
7,Torggata,35,183,hammer,Oslo,59.917298,10.754027,Torggata 35
8,Grundingen,2,250,Aker Brygge,Oslo,59.910351,10.727818,Grundingen 2
9,Oscars Gate,81,256,Ruselokka,Oslo,59.915955,10.71699,Oscars Gate 81
10,Arbeidergata,2,159,hammer,Oslo,59.914499,10.74084,Arbeidergata 2
11,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
12,Heimdalsgata,37,578,Enerhaugen,Oslo,59.914111,10.767301,Heimdalsgata 37
13,Stranden,71,250,Aker Brygge,Oslo,59.908798,10.724357,Stranden 71
14,Skovveien,3,257,Ruselokka,Oslo,59.9159,10.716192,Skovveien 3
15,Erich Mogensøns Vei,38,594,Erich Mogensøns Vei,Oslo,59.943242,10.835478,Erich Mogensøns Vei 38
16,Vogts gate,45B,477,Torshov,Oslo,59.934189,10.764368,Vogts gate 45B
17,Bernt Ankers gate,37,183,hammer,Oslo,59.917023,10.75027,Bernt Ankers gate 37
18,Nedre Slottsgate,8,157,St. Hanshaugen,Oslo,59.91216,10.742763,Nedre Slottsgate 8
19,Bergensveien,2,963,Ammerud,Oslo,59.959893,10.881241,Bergensveien 2
20,Karl Johans Gate,39,162,Vika,Oslo,59.914315,10.737652,Karl Johans Gate 39
21,Ullveien,4B,791,Lysebu,Oslo,59.975541,10.66468,Ullveien 4B
22,,,0,Skøyen,Oslo,59.91367,10.64475,Drammensveien 288
23,Romsdalsgata,1C,556,Torshov,Oslo,59.927417,10.7644,Romsdalsgata 1C
24,Helgesens gate,16C,553,Fredensborg,Oslo,59.924627,10.759033,Helgesens gate 16C
25,Bernt Ankers gate,27,183,hammer,Oslo,59.916472,10.751166,Bernt Ankers gate 27
26,Fridtjof Nansens Plass,2,160,Vika,Oslo,59.912946,10.733441,Fridtjof Nansens Plass 2
27,Holmenveien,11,374,Ris,Oslo,59.943411,10.699794,Holmenveien 11
28,Sigurds Gate,16,650,Grønland,Oslo,59.912542,10.77387,Sigurds Gate 16
29,Youngs gate,19,181,hammer,Oslo,59.915119,10.750084,Youngs gate 19
30,Skøyenveien,43,375,Gimlé,Oslo,59.929176,10.687622,Skøyenveien 43
31,,,0,Kjelsås,Oslo,59.979252,10.817667,Solemskogen
32,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
33,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
34,Karenslyst Allé,2,278,Gimlé,Oslo,59.918396,10.686283,Karenslyst Allé 2
35,Thereses Gate,45,354,Bislett,Oslo,59.92654,10.731155,Thereses Gate 45
36,Bygdøy Allé,59,265,Gimlé,Oslo,59.918587,10.705045,Bygdøy Allé 59
37,Fredensborgveien,9B,177,hammer,Oslo,59.91787,10.747492,Fredensborgveien 9B
38,Ekebergveien,228,1162,Ekebergveien,Oslo,59.861331,10.800955,Ekebergveien 228
39,Stortingsgata,20,161,Vika,Oslo,59.91376,10.734885,Stortingsgata 20
40,Hausmanns Gate,8,182,hammer,Oslo,59.917118,10.755666,Hausmanns Gate 8
41,Hausmanns Gate,6,186,Enerhaugen,Oslo,59.915704,10.758676,Hausmanns Gate 6
42,Thorvald Meyers Gate,64,552,Enerhaugen,Oslo,59.921402,10.759434,Thorvald Meyers Gate 64
43,Bøkkerveien,4,579,Økern,Oslo,59.92698,10.793998,Bøkkerveien 4
44,Ruseløkkveien,26,251,Vika,Oslo,59.912665,10.726153,Ruseløkkveien 26
45,Brugata,11,186,Vaterland,Oslo,59.913825,10.756473,Brugata 11
46,Norbygata,56,190,Vaterland,Oslo,59.913141,10.765646,Norbygata 56
47,,,0,Tveita,Oslo,59.926288,10.847765,Alna senter
48,Frognerveien,1A,257,Ruselokka,Oslo,59.915147,10.717611,Frognerveien 1A
49,Arbeidergata,2,159,hammer,Oslo,59.914499,10.74084,Arbeidergata 2
50,Hoffsveien,92,377,Smedstad,Oslo,59.936898,10.683487,Hoffsveien 92
51,Hegdehaugsveien,34,352,Homansbyen,Oslo,59.922675,10.726310999999999,Hegdehaugsveien 34
52,Kirkegata,34,153,St. Hanshaugen,Oslo,59.911764,10.745347,Kirkegata 34
53,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
54,Karenslyst Allé,55,277,Skøyen,Oslo,59.921501,10.67841,Karenslyst Allé 55
55,Bogstadveien,20,355,Bislett,Oslo,59.925211,10.722674,Bogstadveien 20
56,Thorvald Meyers gate,27A,555,Fredensborg,Oslo,59.926834,10.758914,Thorvald Meyers gate 27A
57,Sørengkaia,163,194,St. Hanshaugen,Oslo,59.902285,10.752083,Sørengkaia 163
58,Kjelsåsveien,18,488,Kjelsås,Oslo,59.944225,10.786392,Kjelsåsveien 18
59,Motzfeldts Gate,3,187,Vaterland,Oslo,59.91352,10.762321,Motzfeldts Gate 3
60,Holmenkollveien,119,787,Holmenkollen,Oslo,59.961112,10.667218,Holmenkollveien 119
61,Brugata,8,186,hammer,Oslo,59.914075,10.754443,Brugata 8
62,Thorvald Meyers gate,61,552,Fredensborg,Oslo,59.922088,10.759126,Thorvald Meyers gate 61
63,Thorvald Meyers gate,78B,550,Enerhaugen,Oslo,59.918888,10.759708,Thorvald Meyers gate 78B
64,Sørkedalsveien,5B,369,Majorstuen,Oslo,59.930691,10.712197,Sørkedalsveien 5B
65,Hammersborggata,9,181,hammer,Oslo,59.915036,10.752189,Hammersborggata 9
66,Storgata,39,182,hammer,Oslo,59.915126,10.754685,Storgata 39
67,Jernbanetorget,6,154,St. Hanshaugen,Oslo,59.911864,10.751097,Jernbanetorget 6
68,Bogstadveien,36,366,Bislett,Oslo,59.926796,10.720213,Bogstadveien 36
69,Bøkkerveien,11,579,Økern,Oslo,59.92739,10.79616,Bøkkerveien 11
70,Ekebergveien,44,196,Gamle Oslo,Oslo,59.900943,10.778123,Ekebergveien 44
71,Carl Berners plass,2,568,Sindsen,Oslo,59.926437,10.776118,Carl Berners plass 2
72,Akershusstranda,25,150,St. Hanshaugen,Oslo,59.901814,10.741166,Akershusstranda 25
73,Jernbanetorget,4,154,St. Hanshaugen,Oslo,59.911685,10.749770999999999,Jernbanetorget 4
74,Bogstadveien,60,366,Majorstuen,Oslo,59.928194,10.717023,Bogstadveien 60
75,Sandtakveien,5,491,Kjelsås,Oslo,59.955208,10.794138,Sandtakveien 5
76,Møllefaret,72G,750,Rud,Oslo,59.938543,10.633435,Møllefaret 72G
77,Sandakerveien,102D,484,Torshov,Oslo,59.944756,10.771561,Sandakerveien 102D
78,Nils Bays vei,78,855,Sogn,Oslo,59.951139,10.734874,Nils Bays vei 78
79,Josefines Gate,36,351,Homansbyen,Oslo,59.921636,10.723583,Josefines Gate 36
80,Sommerrogata,1,255,Ruselokka,Oslo,59.915245,10.719612,Sommerrogata 1
81,Karl Johans gate,26,162,Vika,Oslo,59.914823,10.734686,Karl Johans gate 26
82,Kirkegata,15,153,St. Hanshaugen,Oslo,59.910246,10.743444,Kirkegata 15
83,Nordstrandveien,40,1163,Ekebergveien,Oslo,59.861009,10.801586,Nordstrandveien 40
84,Nordre Gate,18,551,Fredensborg,Oslo,59.921146,10.757604,Nordre Gate 18
85,Trondheimsveien,5,560,Enerhaugen,Oslo,59.918179,10.760705,Trondheimsveien 5
86,,,0,Enerhaugen,Oslo,59.914814,10.766308,Nr. 13
87,Sandakerveien,59,477,Torshov,Oslo,59.938435,10.768473,Sandakerveien 59
88,Grundingen,1,250,Aker Brygge,Oslo,59.910464,10.728074,Grundingen 1
89,Ole Deviks Vei,26,666,Bryn,Oslo,59.917132,10.827849,Ole Deviks Vei 26
90,Sørkedalsveien,1014,758,,Oslo,60.016797,10.612043,Sørkedalsveien 1014
91,Problemveien,11,313,Blindernveien,Oslo,59.940508,10.721292,Problemveien 11
92,Torggata,18,181,hammer,Oslo,59.916126,10.751136,Torggata 18
93,,,0,Briskeby,Oslo,59.927584,10.698691,Nr. 12: Gutteslagsmål
94,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
95,Arbins gate,13B,253,Ruselokka,Oslo,59.913935,10.725732,Arbins gate 13B
96,Sofies gate,15B,170,Homansbyen,Oslo,59.922793,10.735818,Sofies gate 15B
97,Frognerveien,1A,257,Ruselokka,Oslo,59.915147,10.717611,Frognerveien 1A
98,Sørkedalsveien,106,378,Smedstad,Oslo,59.941488,10.671457,Sørkedalsveien 106
99,Grefsenveien,94B,492,Kjelsås,Oslo,59.956074,10.785267,Grefsenveien 94B
100,Sandakerveien,106,484,Torshov,Oslo,59.945217,10.771976,Sandakerveien 106
101,Thorvald Meyers Gate,48,552,Fredensborg,Oslo,59.922952,10.759809,Thorvald Meyers Gate 48
102,Universitetsgata,11,164,hammer,Oslo,59.916706,10.738472999999999,Universitetsgata 11
103,Voksenkollveien,60,790,Holmenkollen,Oslo,59.975071,10.655643,Voksenkollveien 60
104,Youngstorget,3,181,hammer,Oslo,59.914322,10.749272,Youngstorget 3
105,Storgata,5,155,St. Hanshaugen,Oslo,59.913199,10.748485,Storgata 5
106,Robert Levins gate,5,150,Vaterland,Oslo,59.908575,10.753516,Robert Levins gate 5
107,Kirkeveien,48,368,Majorstuen,Oslo,59.927545,10.712825,Kirkeveien 48
108,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
109,Deichmans Gate,6,178,hammer,Oslo,59.919191,10.749992,Deichmans Gate 6
110,Sørengkaia,101,194,St. Hanshaugen,Oslo,59.902632,10.752881,Sørengkaia 101
111,Vogts gate,64,477,Torshov,Oslo,59.936102,10.765475,Vogts gate 64
112,Rådhusgata,27,158,Vika,Oslo,59.911155,10.735915,Rådhusgata 27
113,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
114,Trondheimsveien,111C,565,Sindsen,Oslo,59.925692,10.77612,Trondheimsveien 111C
115,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
116,Torshovgata,33,476,Torshov,Oslo,59.932835,10.768162,Torshovgata 33
117,Kongens Gate,8,153,St. Hanshaugen,Oslo,59.910205,10.7421,Kongens Gate 8
118,Tjuvholmen Allé,2,252,Aker Brygge,Oslo,59.908836,10.723155,Tjuvholmen Allé 2
119,Operagata,39,194,Vaterland,Oslo,59.906813,10.756127,Operagata 39
120,Sjølyst Plass,5,278,Skøyen,Oslo,59.920215999999996,10.682822999999999,Sjølyst Plass 5
121,Lørenfaret,3,585,Økern,Oslo,59.930579,10.799143,Lørenfaret 3
122,Fredensborgveien,44,177,hammer,Oslo,59.920487,10.749257,Fredensborgveien 44
123,Rådhusgata,28,151,St. Hanshaugen,Oslo,59.909831,10.740738,Rådhusgata 28
124,Torggata,24,183,hammer,Oslo,59.916567,10.752253,Torggata 24
125,Grenseveien,32,571,Sindsen,Oslo,59.924925,10.781195,Grenseveien 32
126,Kristian IVs gate,2,159,hammer,Oslo,59.914735,10.740364,Kristian IVs gate 2
127,Vækerøveien,195C,751,Rud,Oslo,59.946182,10.642804,Vækerøveien 195C
128,Vestlisvingen,188,969,Romsås,Oslo,59.972458,10.928115,Vestlisvingen 188
129,Refstadveien,60,589,Tonsenhagen,Oslo,59.942519,10.811350000000001,Refstadveien 60
130,Arendalsgata,14,463,Torshov,Oslo,59.937816,10.754056,Arendalsgata 14
131,Operagata,71B,194,Vaterland,Oslo,59.906266,10.757979,Operagata 71B
132,Fredensborgveien,13C,177,hammer,Oslo,59.918069,10.748039,Fredensborgveien 13C
133,Helgesens gate,44B,553,Enerhaugen,Oslo,59.923651,10.76505,Helgesens gate 44B
134,Bergensgata,5,468,Torshov,Oslo,59.941001,10.759633000000001,Bergensgata 5
135,Maridalsveien,15,178,Fredensborg,Oslo,59.922647,10.751197,Maridalsveien 15
136,Waldemar Thranes gate,72,175,Fredensborg,Oslo,59.928221,10.750506,Waldemar Thranes gate 72
137,Huk aveny,56,287,Bygdøy,Oslo,59.89911,10.678159,Huk aveny 56
138,Kingos Gate,15,457,Ila,Oslo,59.929739,10.751381,Kingos Gate 15
139,Akershusstranda,13,150,Vika,Oslo,59.907633,10.734571,Akershusstranda 13
140,Trondheimsveien,157,570,Sindsen,Oslo,59.93116,10.778807,Trondheimsveien 157
141,Bryggegangen,6,252,Aker Brygge,Oslo,59.908671,10.721941,Bryggegangen 6
142,,,0,Bøler,Oslo,59.890257,10.85279,Østmarka skole
143,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
144,Karlstadgata,17,553,Torshov,Oslo,59.924777,10.764298,Karlstadgata 17
145,,,0,Smedstad,Oslo,59.925603,10.674634,Hoffsveien 10
146,Østensjøveien,79,667,Bryn,Oslo,59.903192,10.822458,Østensjøveien 79
147,Stortingsgata,16,161,Vika,Oslo,59.913555,10.735851,Stortingsgata 16
148,Wessels Gate,2,165,hammer,Oslo,59.919659,10.743019,Wessels Gate 2
149,Youngstorget,3,181,hammer,Oslo,59.914322,10.749272,Youngstorget 3
150,Nedre Prinsdals Vei,76,1263,Holmlia,Oslo,59.83306,10.808504,Nedre Prinsdals Vei 76
151,Trygve Lies Plass,1,1051,Lindeberg,Oslo,59.942157,10.897744,Trygve Lies Plass 1
152,Vålerenggata,13,657,Gamle Oslo,Oslo,59.907838,10.785645,Vålerenggata 13
153,Seilduksgata,5,553,Fredensborg,Oslo,59.925336,10.756513,Seilduksgata 5
154,Fridtjof Nansens Plass,5,160,Vika,Oslo,59.913222,10.734444,Fridtjof Nansens Plass 5
155,Kjelsåsveien,143C,491,Nydalen,Oslo,59.966246,10.781107,Kjelsåsveien 143C
156,Rosenkrantz'' Gate,11,159,hammer,Oslo,59.914329,10.739208,Rosenkrantz'' Gate 11
157,Hagegata,22,653,Grønland,Oslo,59.914421,10.775439,Hagegata 22
158,,,0,Høybråten,Oslo,59.961651,10.928757,Karl Fossums vei 30
159,Parkveien,6,350,Homansbyen,Oslo,59.921397,10.730061,Parkveien 6
160,Grenseveien,50,579,Tøyen,Oslo,59.92357,10.792794,Grenseveien 50
161,Smalvollveien,34,667,Tveita,Oslo,59.91897,10.836196,Smalvollveien 34
162,Karenslyst Allé,11,278,Skøyen,Oslo,59.920846,10.68283,Karenslyst Allé 11
163,Niels Juels Gate,33,257,Ruselokka,Oslo,59.917426,10.715493,Niels Juels Gate 33
164,Granbergstubben,16,1275,Rønning,Oslo,59.826419,10.836913,Granbergstubben 16
165,Møllergata,8,179,hammer,Oslo,59.914181,10.746586,Møllergata 8
166,Pilestredet Park,24,176,hammer,Oslo,59.918934,10.737309,Pilestredet Park 24
167,Stortingsgata,4,158,Vika,Oslo,59.912838,10.738591,Stortingsgata 4
168,Maridalsveien,13,178,Fredensborg,Oslo,59.92175,10.751527,Maridalsveien 13
169,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
170,Oberst Rodes vei,46D,1152,Lambertseter,Oslo,59.870374,10.808127,Oberst Rodes vei 46D
171,Grønland,14,188,Vaterland,Oslo,59.913129,10.760871,Grønland 14
172,Dronning Eufemias gate,12,191,Vaterland,Oslo,59.908208,10.757428,Dronning Eufemias gate 12
173,Sommerrogata,17,255,Ruselokka,Oslo,59.914986,10.718172,Sommerrogata 17
174,Skovveien,8,257,Ruselokka,Oslo,59.916363,10.716001,Skovveien 8
175,Lilleakerveien,2C,283,Skøyen,Oslo,59.914726,10.638940999999999,Lilleakerveien 2C
176,Ullevålsveien,41,171,Homansbyen,Oslo,59.923648,10.73978,Ullevålsveien 41
177,St. Olavs plass,2,165,hammer,Oslo,59.918231,10.740283999999999,St. Olavs plass 2
178,Europarådets plass,1,154,St. Hanshaugen,Oslo,59.911954,10.749291,Europarådets plass 1
179,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
180,Wergelandsveien,17,167,Homansbyen,Oslo,59.91943,10.730615,Wergelandsveien 17
181,Lysebuveien,12,790,Lysebu,Oslo,59.977237,10.655501,Lysebuveien 12
182,Sørligata,40 b,0,Enerhaugen,Oslo,59.914398,10.771559,Sørligata 40 b
183,Nils Hansens Vei,15,667,Helsfyr,Oslo,59.910794,10.8205,Nils Hansens Vei 15
184,Osterhaus'' Gate,7,183,hammer,Oslo,59.915864,10.754429,Osterhaus'' Gate 7
185,Stockfleths gate,53A,461,Ila,Oslo,59.936844,10.752464,Stockfleths gate 53A
186,Lilleakerveien,23,283,Skøyen,Oslo,59.918945,10.636636,Lilleakerveien 23
187,Grefsenveien,57,487,Nydalen,Oslo,59.94536,10.780555,Grefsenveien 57
188,Vibes gate,11B,356,Bislett,Oslo,59.926517,10.72372,Vibes gate 11B
189,Grensen,1,159,St. Hanshaugen,Oslo,59.91341,10.744698,Grensen 1
190,Trondheimsveien,10C,560,Enerhaugen,Oslo,59.919524,10.764233,Trondheimsveien 10C
191,Karl Johans gate,18 C,0,St. Hanshaugen,Oslo,59.912638,10.741861,Karl Johans gate 18 C
192,Niels Juels gate,31,257,Ruselokka,Oslo,59.91678,10.714860999999999,Niels Juels gate 31
193,Kongens Gate,8,153,St. Hanshaugen,Oslo,59.910205,10.7421,Kongens Gate 8
194,Torggata,28,183,hammer,Oslo,59.916843,10.752728,Torggata 28
195,Bygdøy allé,12,262,Ruselokka,Oslo,59.916002,10.712514,Bygdøy allé 12
196,Gabels Gate,16,272,Skillebekk,Oslo,59.913655,10.70905,Gabels Gate 16
197,Pilestredet,75,354,Bislett,Oslo,59.927378,10.728449,Pilestredet 75
198,Lilletorget,1,184,Vaterland,Oslo,59.913501,10.755877,Lilletorget 1
199,Turbinveien,26,195,Gamle Oslo,Oslo,59.904116,10.789531,Turbinveien 26
200,Kaj Munks Vei,41,876,Korsvold,Oslo,59.952437,10.751197,Kaj Munks Vei 41
201,Vogts gate,43,474,Torshov,Oslo,59.933476,10.763881,Vogts gate 43
202,Carl Berners plass,2,568,Sindsen,Oslo,59.926437,10.776118,Carl Berners plass 2
203,Landgangen,1,252,Aker Brygge,Oslo,59.907662,10.72105,Landgangen 1
204,Odins gate,19A,266,Briskeby,Oslo,59.919504,10.708247,Odins gate 19A
205,Karenslyst Allé,9,278,Skøyen,Oslo,59.920521,10.683642,Karenslyst Allé 9
206,Kirkeveien,51,368,Majorstuen,Oslo,59.927656999999996,10.713796,Kirkeveien 51
207,Keysers Gate,7,165,hammer,Oslo,59.916898,10.74246,Keysers Gate 7
208,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
209,Øvre Slottsgate,3,157,Vika,Oslo,59.911002,10.74017,Øvre Slottsgate 3
210,Bogstadveien,66,366,Majorstuen,Oslo,59.928664,10.715726,Bogstadveien 66
211,Universitetsgata,11,164,hammer,Oslo,59.916706,10.738472999999999,Universitetsgata 11
212,Pløens gate,4,181,hammer,Oslo,59.914168,10.748852,Pløens gate 4
213,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
214,,,0,Skillebekk,Oslo,59.912647,10.711385,Skillebekkparken
215,Bryggetorget,5,250,Aker Brygge,Oslo,59.910098,10.72464,Bryggetorget 5
216,Kristian IV''s Gate,4,164,hammer,Oslo,59.914895,10.739744,Kristian IV''s Gate 4
217,Pløens gate,4,181,hammer,Oslo,59.914168,10.748852,Pløens gate 4
218,Sørengkaia,51,194,St. Hanshaugen,Oslo,59.903392,10.755541000000001,Sørengkaia 51
219,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
220,Hegdehaugsveien,22B,167,Homansbyen,Oslo,59.920229,10.729995,Hegdehaugsveien 22B
221,Sørengkaia,146,194,St. Hanshaugen,Oslo,59.901246,10.752265,Sørengkaia 146
222,,,0,Aker Brygge,Oslo,59.910135,10.728725,Aker brygge
223,Ulvenveien,82A,581,Økern,Oslo,59.925932,10.811649,Ulvenveien 82A
224,Grønland,5,188,Vaterland,Oslo,59.913106,10.759545,Grønland 5
225,Vækerøveien,207,751,Rud,Oslo,59.948303,10.643922,Vækerøveien 207
226,Mandalls gate,10,190,Vaterland,Oslo,59.911007,10.763015,Mandalls gate 10
227,Sognsveien,70B,855,Sogn,Oslo,59.948208,10.731483,Sognsveien 70B
228,Operagata,17,194,Vaterland,Oslo,59.907213,10.756059,Operagata 17
229,Fjordalléen,20,250,Aker Brygge,Oslo,59.909509,10.725055,Fjordalléen 20
230,,,0,Torshov,Oslo,59.92897,10.758812,"Thorvald Meyersgate 7-11, nedre plan"
231,Arbeidersamfunnets Plass,1,181,hammer,Oslo,59.915518,10.751805,Arbeidersamfunnets Plass 1
232,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
233,Ruseløkkveien,26,251,Vika,Oslo,59.912665,10.726153,Ruseløkkveien 26
234,Prinsens Gate,5,152,St. Hanshaugen,Oslo,59.9108,10.746303,Prinsens Gate 5
235,Olav Kyrres gate,6F,273,Gimlé,Oslo,59.918252,10.69093,Olav Kyrres gate 6F
236,,,0,hammer,Oslo,59.914924,10.753613,Bernt Ankers gate
237,Olaf Ryes Plass,12,552,Fredensborg,Oslo,59.923489000000004,10.75863,Olaf Ryes Plass 12
238,Motzfeldts Gate,3,187,Vaterland,Oslo,59.91352,10.762321,Motzfeldts Gate 3
239,Prinsens Gate,5,152,St. Hanshaugen,Oslo,59.9108,10.746303,Prinsens Gate 5
240,Karl Johans Gate,6,154,St. Hanshaugen,Oslo,59.911432,10.748067,Karl Johans Gate 6
241,Grønland,12,188,Vaterland,Oslo,59.913307,10.760468,Grønland 12
242,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
243,Granhekkveien,1,682,Opsal,Oslo,59.900682,10.825137999999999,Granhekkveien 1
244,Henrik Ibsens gate,100,255,Ruselokka,Oslo,59.914153,10.718812,Henrik Ibsens gate 100
245,Torggata,11,181,hammer,Oslo,59.914047,10.748477,Torggata 11
246,Lørenfaret,1,585,Økern,Oslo,59.93072,10.800486,Lørenfaret 1
247,Tordenskiolds Gate,6,160,Vika,Oslo,59.91278,10.736345,Tordenskiolds Gate 6
248,Lilleakerveien,31,283,Skøyen,Oslo,59.920081,10.636469,Lilleakerveien 31
249,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
250,Munkedamsveien,59B,244,Aker Brygge,Oslo,59.911043,10.721575,Munkedamsveien 59B
251,Munkedamsveien,45,250,Aker Brygge,Oslo,59.911007,10.723824,Munkedamsveien 45
252,Nedre Slottsgate,21,157,St. Hanshaugen,Oslo,59.912996,10.743176,Nedre Slottsgate 21
253,St. Olavs plass,3,165,hammer,Oslo,59.917943,10.740609,St. Olavs plass 3
254,,,0,Vaterland,Oslo,59.913104,10.761445,Kiwi Grønland 18
255,Ekebergveien,228,1162,Ekebergveien,Oslo,59.861331,10.800955,Ekebergveien 228
256,Torshovgata,2,476,Torshov,Oslo,59.934314,10.762764,Torshovgata 2
257,Skinnerbakken,7,198,Bekkelaget,Oslo,59.865115,10.750253,Skinnerbakken 7
258,Haakon VII''s Gate,6,161,Vika,Oslo,59.913406,10.730713,Haakon VII''s Gate 6
259,,,0,Vaterland,Oslo,59.90721,10.756378,Munch brygge
260,Pilestredet,27,164,hammer,Oslo,59.917595,10.738354,Pilestredet 27
261,Kirkegårdsgata,7,558,Enerhaugen,Oslo,59.921286,10.763926,Kirkegårdsgata 7
262,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
263,Grønlandsleiret,3,190,Vaterland,Oslo,59.912521,10.763129,Grønlandsleiret 3
264,Fredensborgveien,22,177,hammer,Oslo,59.918547,10.747854,Fredensborgveien 22
265,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
266,Vulkan,5,178,Fredensborg,Oslo,59.922164,10.752075,Mathallen
267,Vogts gate,68,477,Torshov,Oslo,59.9369,10.766484,Vogts gate 68
268,Kirkeveien,166,450,Ila,Oslo,59.936937,10.737055999999999,Kirkeveien 166
269,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
270,Haugerudsenteret,1,673,Lindeberg,Oslo,59.922674,10.8564,Haugerudsenteret 1
271,Teglverksgata,2,553,Enerhaugen,Oslo,59.923855,10.764673,Teglverksgata 2
272,Kirkeveien,57,368,Majorstuen,Oslo,59.927927,10.71413,Kirkeveien 57
273,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
274,Operagata,73D,194,Vaterland,Oslo,59.906404,10.758657,Operagata 73D
275,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
276,Bogstadveien,27,355,Bislett,Oslo,59.926346,10.721578,Bogstadveien 27
277,Grønlandsleiret,14,190,Vaterland,Oslo,59.912381,10.765206,Grønlandsleiret 14
278,Selma Ellefsens vei,2,581,Økern,Oslo,59.925423,10.807471,Selma Ellefsens vei 2
279,Vulkan,12,178,Fredensborg,Oslo,59.921653,10.751795,Vulkan 12
280,Kristian IV''s Gate,4,164,hammer,Oslo,59.914895,10.739744,Kristian IV''s Gate 4
281,Toftes Gate,48,556,Fredensborg,Oslo,59.925891,10.761457,Toftes Gate 48
282,Ingelbrecht Knudssøns Gate,11,365,Bislett,Oslo,59.927869,10.721686,Ingelbrecht Knudssøns Gate 11
283,Stortingsgata,22,161,Vika,Oslo,59.913832,10.734752,Stortingsgata 22
284,Munkedamsveien,62,270,Filipstad,Oslo,59.911394,10.71885,Munkedamsveien 62
285,,,0,Torshov,Oslo,59.934733,10.761387,Myrens Verksted
286,Akersgata,2,158,Vika,Oslo,59.910556,10.73903,Akersgata 2
287,Torgny Segerstedts Vei,11,372,Blindernveien,Oslo,59.948355,10.723703,Torgny Segerstedts Vei 11
288,Karl Johans Gate,6,154,St. Hanshaugen,Oslo,59.911432,10.748067,Karl Johans Gate 6
289,Erich Mogensøns Vei,38,594,Erich Mogensøns Vei,Oslo,59.943242,10.835478,Erich Mogensøns Vei 38
290,Søndre Rød,3B,752,Rud,Oslo,59.943047,10.64531,Søndre Rød 3B
291,Strømsveien,22,657,Helsfyr,Oslo,59.908881,10.786438,Strømsveien 22
292,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
293,Økernveien,9,653,Grønland,Oslo,59.914864,10.77617,Økernveien 9
294,Grensen,17,159,St. Hanshaugen,Oslo,59.91416,10.742571,Grensen 17
295,Helgesens gate,72,558,Enerhaugen,Oslo,59.922291,10.770528,Helgesens gate 72
296,Thorvald Meyers gate,76A,550,Enerhaugen,Oslo,59.919405,10.759701,Thorvald Meyers gate 76A
297,Bergensgata,12A,468,Torshov,Oslo,59.94173,10.759237,Bergensgata 12A
298,Vardeveien,14,1182,Manglerud,Oslo,59.895519,10.795686,Vardeveien 14
299,Rådhusgaten,7,151,St. Hanshaugen,Oslo,59.909257,10.744012,Rådhusgaten 7
300,Olaf Ryes plass,11,552,Fredensborg,Oslo,59.923492,10.758325,Olaf Ryes plass 11
