tilsynid,org_navn,orgnummer,adresse,postnr,poststed,kategori1,kategori2,kategori3,kategori4,karakter1,karakter2,karakter3,karakter4,total_karakter,dato,tilsynsbesoektype,tilsynsobjektid,sakref,status
Z1807100752491390240YSLNS_TilsynAvtale,Wunderburger,915381251,TORGGATA 35,0182,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,2,0,3,09072018,0,Z1511192225031763252TBZMI_Tilsynsobjekt,2018/158818,0
Z1805150729362340239HSHRH_TilsynAvtale,Dileks Café og Catering,972282561,HEDMARKSGATEN 29,0658,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,15052018,1,Z1006052053357481190MDMTK_Tilsynsobjekt,2018/96517,0
Z1808211349439950240TNDTT_TilsynAvtale,Vulkanfisk AS - Restaurant,998842875,Vulkan 5,0178,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,21082018,1,Z1208231314131033252BLAEC_Tilsynsobjekt,2018/182842,0
Z1801081147417680240KZHSV_TilsynAvtale,Palmyra cafe,980512207,Motzfeldts gate 7,0187,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,08012018,1,Z1006052055464001127GPZGN_Tilsynsobjekt,2017/255290,0
Z1901091619537350240HRIPW_TilsynAvtale,Peppes Pizza avd. 24 Stortingsgaten,973116061,STORTINGSGATA 4,0158,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,2,0,2,09012019,0,Z1006052055499101126WLUHW_Tilsynsobjekt,2019/7762,0
Z1901091622020740240KNXOA_TilsynAvtale,Subway Lille Grensen,999062075,Akersgata 43,0158,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,09012019,0,Z1703301107506563252BZOHT_Tilsynsobjekt,2019/7678,0
Z1812211150427860240EOBJS_TilsynAvtale,Oche Oslo AS,920855342,Torggata 26,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,1,0,21122018,1,Z1810312115032953252EFWTN_Tilsynsobjekt,2018/279121,0
Z1908301018302930240SPCIA_TilsynAvtale,Zenzi by Realmat AS,996842320,BRUGATA 19,0186,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,29082019,0,Z1606140921410470398FMSXL_Tilsynsobjekt,2019/191554,0
Z1903191229591220240CLMCK_TilsynAvtale,Vinterhaven/Biblioteksbaren,973093673,KRISTIAN IV'S GATE 7,0164,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,19032019,0,Z1006052055143051126NWHAV_Tilsynsobjekt,2019/52837,0
Z1910241234501350240PHXOA_TilsynAvtale,Color Magic M/S - Observation Lounge,992068981,HJORTNESKAIA,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,24102019,0,Z1407141248097380369VTTQL_Tilsynsobjekt,2019/234987,0
Z1907050955112440239IGKPL_TilsynAvtale,SANREMO,997673050,Torshovgata 7,0476,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,04072019,0,Z1801180942426322024PSYRK_Tilsynsobjekt,2019/155241,0
Z1910310945101230239NMHLW_TilsynAvtale,Restaurant Gamle Renna,919163089,Trondheimsveien 187,0570,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,29102019,0,Z1709211046290423109PVORF_Tilsynsobjekt,2019/240650,0
Z1905211256410220239RVTWX_TilsynAvtale,Cesar bar,997094522,C. J. HAMBROS PLASS 2,0164,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,0,0,1,0,21052019,1,Z1606111539291613251HEHDV_Tilsynsobjekt,2019/105447,0
Z1911192217540070240ZUKGR_TilsynAvtale,La Såda,998813913,Schultz gate 11,0365,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,19112019,0,Z1709141829032933223YEUPM_Tilsynsobjekt,2019/238405,0
Z2002071030018860240NWFBD_TilsynAvtale,WAY DOWN SOUTH,915951872,Østre Elvebakke 7,0182,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,07022020,0,Z1903290953533463170BTRSR_Tilsynsobjekt,2020/27974,0
Z2002241259174010240UVRDD_TilsynAvtale,Theka,921521294,Olaf Ryes plass 10,0552,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,0,24022020,1,Z1905081014548563101RTLXJ_Tilsynsobjekt,2020/2107,0
Z1911180817476880239HPJKM_TilsynAvtale,Taza Taza,882666352,Jernbanetorget 6,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,0,2,14112019,0,Z1510091039056163168VPPOG_Tilsynsobjekt,2019/251781,0
Z2107021815142510240BCTFV_TilsynAvtale,BAKER HANSEN LILLE GRENSEN,912312658,KARL JOHANS GATE 25,0159,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,02072021,0,Z1602251048469850380MABZX_Tilsynsobjekt,2021/136660,0
Z2202111240210720240KWHDQ_TilsynAvtale,Amundsen bryggeri og spiseri,984790023,STORTINGSGATA 20,0161,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,11022022,0,Z1006052056177081126QPWJH_Tilsynsobjekt,2022/30908,0
Z2202081508311080239KPYOY_TilsynAvtale,Munchies Munch Brygge,922284458,Operagata 13,0194,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,08022022,0,Z2201241342061940127RAXTZ_Tilsynsobjekt,2022/26754,0
Z2111042049048940240IQFCT_TilsynAvtale,Arte Pazza,887486212,ULLEVÅLSVEIEN 61,0171,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,04112021,0,Z1207101025389263132KJJFX_Tilsynsobjekt,2021/228385,0
Z2207141344358640240XUHNG_TilsynAvtale,Color Magic M/S - Mama Bella Pizza Ristorante,992068981,HJORTNESKAIA,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,14072022,1,Z1606211043390000396RRDPR_Tilsynsobjekt,2022/135192,0
Z2207051303010940240PDVQA_TilsynAvtale,Handmade,925447862,Trondheimsveien 8,0560,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,1,1,05072022,0,Z2008161706570940128RMHVZ_Tilsynsobjekt,2022/141027,0
Z2208101433310100240RIPCE_TilsynAvtale,Royal Grill AS,920271200,Garver Ytteborgs vei 98,0977,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,10082022,0,Z1810072200268093252BTAJF_Tilsynsobjekt,2022/164815,0
Z2208101511356600239EUXGO_TilsynAvtale,Haugenstua Kafe og Catering,912792706,Ole Brumms vei 1,0979,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,1,1,1,10082022,0,Z1806061153161792024PPSSN_Tilsynsobjekt,2022/165111,0
Z2206291247238150240BWKUK_TilsynAvtale,Upper Crust,984255845,JOHANNE DYBWADS PLASS 1,0161,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,29062022,0,Z1006052055193701126PSQMF_Tilsynsobjekt,2022/135567,0
Z2206241312010370240XGVBM_TilsynAvtale,Zitona restaurant,982474256,CALMEYERS GATE 8,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,1,24062022,0,Z1006052056071101126YTWQP_Tilsynsobjekt,2022/132711,0
Z2207111325166000240NSCYJ_TilsynAvtale,Framheim,973366580,Bygdøynesveien 36,0286,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,11072022,0,Z1006052055056391127DRLIC_Tilsynsobjekt,2022/129663,0
Z2207261004187580240VVBEI_TilsynAvtale,Sakee,994836285,HOLMENS GATE 6,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,26072022,1,Z1204031431142830108ONDOW_Tilsynsobjekt,2022/130235,0
Z2208031256187330239FBMAS_TilsynAvtale,Nordby Bakeri Grorud,918847561,Bergensveien 2-4,0963,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,0,2,1,2,03082022,0,Z2208031235014751029TPRRH_Tilsynsobjekt,2022/160130,0
Z2208041240421740240EKGLB_TilsynAvtale,Takterrassen Mynt,816717272,Øvre Slottsgate 3,0157,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,1,04082022,0,Z2204211139459710128DCJNT_Tilsynsobjekt,2022/160899,0
Z2207061600387430240HRJNJ_TilsynAvtale,Solvik,922371210,Skinnerbakken 7  (Malmøy),0198,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,0,1,06072022,0,Z2108230917337483106UWZVR_Tilsynsobjekt,2022/142399,0
Z2204291509072940240OYQTH_TilsynAvtale,Sandaker cafe,923531335,Sandakerveien 59,0477,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,3,3,2,2,3,29042022,0,Z2007061227246873201XMPDB_Tilsynsobjekt,2022/90081,0
Z2206221552451720239SEPQA_TilsynAvtale,Cafe di Roma,995163489,SOFIENBERGGATA 6,0551,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,22062022,0,Z1408111545595510393PDUYS_Tilsynsobjekt,2022/131007,0
Z2205251524410980240XIHQT_TilsynAvtale,Pronto di Olivia avd. Oslo S,921594496,Jernbanetorget 6,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,0,1,1,25052022,0,Z1904111439021680399VONSK_Tilsynsobjekt,2022/101917,0
Z2204291320374120239FANUM_TilsynAvtale,Sofienlund Spiseri,922093482,Drammensveien 149,0277,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,29042022,0,Z1909261442034730128IVQRO_Tilsynsobjekt,2022/91690,0
Z2205131527195770240DJKGB_TilsynAvtale,Baker Nordby Senter Syd,983779646,LOFSRUDVEIEN 6,1281,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,0,1,13052022,0,Z2112131345070302025QPJGF_Tilsynsobjekt,2022/103386,0
Z2210210850333390240CTGVT_TilsynAvtale,Territoriet,999103588,MARKVEIEN 58,0550,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,20102022,0,Z1410151616122373252HXNTR_Tilsynsobjekt,2022/229016,0
Z2211021423131180240CUGBQ_TilsynAvtale,Burger King Mortensrud,918951512,LOFSRUDVEIEN 6,1281,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,02112022,0,Z2005291029268502024ULBQD_Tilsynsobjekt,2022/219876,0
Z2209021526070830239OVXSW_TilsynAvtale,New Winny Kebab AS,927143313,Grefsenveien 57,0487,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,02092022,0,Z1006052100071091190AJPTA_Tilsynsobjekt,2022/190642,0
Z2210031221481350240MRSHD_TilsynAvtale,Jams Restaurant & Bar,926886185,Holmlia Senter vei 10,1255,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,03102022,0,Z2109220910599030127VOFYH_Tilsynsobjekt,2022/213818,0
Z2210201709298930240TBWEY_TilsynAvtale,Dim Sum by New Taste of China,917229481,TORDENSKIOLDS GATE 8-10,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,1,0,1,20102022,0,Z1604281701466813251PBQLQ_Tilsynsobjekt,2022/228630,0
Z2302080925421020239JLMQU_TilsynAvtale,Foodies,999028438,Tordenskiolds gate 6,0160,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,08022023,1,Z1706301231397213251NYLAC_Tilsynsobjekt,2023/19844,0
Z2212161334359690239BRZML_TilsynAvtale,Grønn,984820216,Lilleakerveien 31,0283,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,16122022,0,Z1006052105315341190ZQIPO_Tilsynsobjekt,2022/272579,0
Z2302081716444290240NLTEI_TilsynAvtale,Beladi restaurant AS,917477000,Osterhaus gate 7,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,3,0,3,08022023,0,Z2211251009051672024GBEIG_Tilsynsobjekt,2023/30065,0
Z2211171739020750239DKWPK_TilsynAvtale,Tatakii Asian,915937144,Middelthuns gate 25,0368,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,0,0,3,17112022,0,Z1609221201251743251VXQLR_Tilsynsobjekt,2022/251500,0
Z2301171515229310240VVKPB_TilsynAvtale,Seaport Restaurant AS,918818847,Sørengkaia 101,0194,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,17012023,0,Z1704141303033823251NTQSX_Tilsynsobjekt,2023/10881,0
Z2211301632272190239QVJIY_TilsynAvtale,Burger King Sæter,815162862,EKEBERGVEIEN 235,1162,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,0,0,0,1,30112022,0,Z1804271212270742025NIVIA_Tilsynsobjekt,2022/261548,0
Z2212061338339760239VFLYN_TilsynAvtale,Wasabi Sushi,922962472,Hagegata 22,0653,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,1,0,2,06122022,0,Z2001041339184500127UUZKQ_Tilsynsobjekt,2022/264996,0
Z2210181258561290239ABTHF_TilsynAvtale,Oslo Raw,915246354,Ullevålsveien 89,0359,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,2,2,18102022,0,Z1707111316078923233GGXQA_Tilsynsobjekt,2022/226054,0
Z2209081436179600240PFISP_TilsynAvtale,Park 29,921779690,Parkveien 29,0350,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,08092022,0,Z1901141429024313252OEBBV_Tilsynsobjekt,2022/194600,0
Z2209080936010290240CINNH_TilsynAvtale,Vino Al Vino,923532293,Holbergs plass 4,0166,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,08092022,1,Z2205130959382361034RBSDS_Tilsynsobjekt,2022/102771,0
Z2209161112079280240LXQTO_TilsynAvtale,Stortorvets Gjestgiveri AS,994799932,Grensen 1,0159,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,0,16092022,1,Z1806131552561113166HFFRE_Tilsynsobjekt,2022/195048,0
Z2212081647172690240QTZLZ_TilsynAvtale,Grezzo Restaurant,915942717,Bernt Aker vei,0183,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,08122022,1,Z2207010933171621024HCDHW_Tilsynsobjekt,2022/258099,0
Z1603091251113480239YOFET_TilsynAvtale,Peppes Pizza avd. 21 Nydalen,985744211,NYDALSVEIEN 36,0483,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,09032016,0,Z1006052055492291127OYNLU_Tilsynsobjekt,2016/52928,0
Z1604251152090040240CCNDG_TilsynAvtale,Kebabish Original,815977882,BREIGATA 12,0187,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,25042016,1,Z1512071440399700394RXWKH_Tilsynsobjekt,2016/35234,0
Z1605060820319980240MZEUA_TilsynAvtale,Nye Istanbul Kebab Grønland AS,994893890,GRØNLAND 14,0188,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,06052016,1,Z1402180933379413133XSRHY_Tilsynsobjekt,2016/88461,0
Z1601271323503840239UYXKY_TilsynAvtale,BIT,884645182,JERNBANETORGET 6,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,27012016,0,Z1411031531576403251SREXR_Tilsynsobjekt,2016/19031,0
Z1604270657387200239ZGPMO_TilsynAvtale,Klosteret,983222366,FREDENSBORGVEIEN 13,0177,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,1,25042016,0,Z1006052055224501126YOIAC_Tilsynsobjekt,2016/93364,0
Z1604181854539660240NBUBS_TilsynAvtale,Freddy Fuego AS,914545730,HAUSMANNS GATE 31A,0182,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,15042016,0,Z1506221109043463252BEBKZ_Tilsynsobjekt,2016/68630,0
Z1602172241466700239LTIQF_TilsynAvtale,La Sangria,872220992,Holbergs gate 19,0166,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,17022016,0,Z1006052055247331126SUHZJ_Tilsynsobjekt,2016/36932,0
Z1609190655526140239ECFYE_TilsynAvtale,Yo! Sushi,991464964,JERNBANETORGET 1,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,0,2,16092016,0,Z1502050701269333251FMRDO_Tilsynsobjekt,2016/194674,0
Z1608311513432190240QOIKS_TilsynAvtale,Espresso House Torshov,917379351,VOGTS GATE 46,0477,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,31082016,0,Z1608301044439843201ULWVJ_Tilsynsobjekt,2016/181182,0
Z1606171203546360239QDBEV_TilsynAvtale,Smia Galleri,990355088,OPPLANDSGATA 19,0657,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,0,1,14062016,0,Z1606091237284722024ACMTX_Tilsynsobjekt,2016/134720,0
Z1609281532568020239GCMZL_TilsynAvtale,Stop  & GO,871801762,Kalbakkveien 34 B,0953,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,3,3,1,3,28092016,1,Z1102090827467810209KCJIV_Tilsynsobjekt,2016/173798,0
Z1605101323099940240HGMLJ_TilsynAvtale,Smalhans,996664600,WALDEMAR THRANES GATE 10,0171,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,10052016,0,Z1603291232506742025VREGD_Tilsynsobjekt,2016/105548,0
Z1701030934542450240BOGGQ_TilsynAvtale,Kaffekos v/Cafe Cuisine AS,983635024,MANGLERUD SENTER PLOGVEIEN 6,0679,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,1,2,1,2,02012017,0,Z1006052059186021190CDLVJ_Tilsynsobjekt,2017/592,0
Z1612091427509570240BOPNX_TilsynAvtale,Kafe Arkadia,874113662,MUSEUMSVEIEN 10,0287,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,1,1,1,09122016,0,Z1601041038372570394JRXFF_Tilsynsobjekt,2016/260509,0
Z1612071401057140239OPTMK_TilsynAvtale,Colonel Mustard,972318213,DARRES GATE 2,0175,Oslo,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,07122016,0,Z1105091044364451077XVBNT_Tilsynsobjekt,2016/258375,0
Z1610141005046990240JAMNN_TilsynAvtale,Natraj Restaurant,880836862,Bygdøy Alle 8,0262,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,0,2,13102016,0,Z1006052055367151126HDHNR_Tilsynsobjekt,2016/215367,0
Z1705161529286230240WIYKV_TilsynAvtale,Big Horn Steak House Aker Brygge/ Burgerhouse,974192926,FJORDALLÉEN 2,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,1,1,1,0,0,16052017,1,Z1006052054288191127ADYNE_Tilsynsobjekt,2017/99217,0
Z1702210759148990240MMFKO_TilsynAvtale,SZECHUAN AS,973204769,TRONDHEIMSVEIEN 64,0565,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,2,2,21022017,1,Z1408110724116743111BNOCN_Tilsynsobjekt,2017/20191,0
Z1705041716594420239ZBOWX_TilsynAvtale,Heim St. Hanshaugen,917146519,Colletts gate 33,0169,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,0,2,2,04052017,0,Z1608310935391630240UDSYD_Tilsynsobjekt,2017/91050,0
Z1702170838150790240BLPOO_TilsynAvtale,Dr. Pizza avd. Galgeberg Lincoln Pub AS,993801348,GALGEBERG 3,0657,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,2,2,17022017,1,Z1006052059227781189GPXMC_Tilsynsobjekt,2017/21423,0
Z1707181620062870239GHLHX_TilsynAvtale,Kjøkken & Bar AS,984470436,MØLLERGATA 16,0179,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,2,1,2,18072017,1,Z1006052055223471127VCNBN_Tilsynsobjekt,2017/130011,0
Z1707251549372660239YAWAS_TilsynAvtale,Fjøla,991464964,JERNBANETORGET 1,0154,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,25072017,1,Z1502042226107983252JOVZL_Tilsynsobjekt,2017/148262,0
Z1708220736367730240MSAAO_TilsynAvtale,Cafe Con Bar,998434262,BRUGATA 11,0186,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,22082017,1,Z1412011408503013100TKCYN_Tilsynsobjekt,2017/164515,0
Z1706140757099750240CTLHJ_TilsynAvtale,Q 33 Hotelldrift AS Østre Aker vei 33,991160418,ØSTRE AKER VEI 33,0581,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,0,1,0,14062017,1,Z1006052055540901126PSVWH_Tilsynsobjekt,2017/119165,0
Z1707241313105420239RJCIE_TilsynAvtale,Umami Sushi,818582412,Langgata 2,0566,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,2,3,2,3,24072017,0,Z1707241312296320239RQUXT_Tilsynsobjekt,2017/152121,0
Z1711161313310060240BGAAU_TilsynAvtale,Color Fantasy M/S - Promenaden Café,992068981,Hjortneskaia,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,16112017,0,Z1606211047548630396QVNXT_Tilsynsobjekt,2017/241362,0
Z1708091610426710240NESHI_TilsynAvtale,Storo Baker Hansen,972220639,VITAMINVEIEN 7,0485,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,1,09082017,0,Z1006052054217381127CMGFX_Tilsynsobjekt,2017/160764,0
Z1709150813292190240KEOQH_TilsynAvtale,Entrecote by Trancher,918844996,Bryggetorget 10,0250,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,0,2,2,14092017,0,Z1706191231220933251VBKNL_Tilsynsobjekt,2017/188201,0
Z1709200715569370240JGJVB_TilsynAvtale,Mat & Mer,996120813,Bergensgata 2,0468,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,0,0,19092017,0,Z1009271436184733251JQLWA_Tilsynsobjekt,2017/191447,0
Z1706011548153240239IAIFW_TilsynAvtale,Eldhuset Bislett,918285393,DALSBERGSTIEN 19,0170,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,01062017,1,Z1704060947013023136XODNS_Tilsynsobjekt,2017/106437,0
Z1707061503374180239PQEXK_TilsynAvtale,Villa Paradiso Frogner,913404912,SOMMERROGATA 17,0255,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,1,0,0,06072017,1,Z1501161004321823154ZDGUU_Tilsynsobjekt,2017/121823,0
Z1706270914091070240AQROA_TilsynAvtale,Villa Paradiso Frogner,913404912,SOMMERROGATA 17,0255,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,2,2,1,2,2,23062017,0,Z1501161004321823154ZDGUU_Tilsynsobjekt,2017/121823,0
Z1711200855308280240CRSAW_TilsynAvtale,Pit stop restaurant Harald Huysman Karting AS,976372387,Smalvollveien 34,0667,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,0,0,1,0,20112017,1,Z1511200842562922024XNNXJ_Tilsynsobjekt,2017/240234,0
Z1711011430142380240XRJGQ_TilsynAvtale,The Dubliner,973044044,Rådhusgata 28,0151,OSLO,Rutiner og ledelse,Lokaler og utstyr,Mat-håndtering og tilberedning,Merking og sporbarhet,0,1,1,1,1,01112017,0,Z1006052100558571190XIQKF_Tilsynsobjekt,2017/228172,0
